threshold,score
0.01,0.6130679449770737
0.02,0.6142937699713874
0.03,0.6146660536654686
0.04,0.6149166361783306
0.05,0.6150934320460938
0.060000000000000005,0.6153508175455848
0.06999999999999999,0.6154522245008999
0.08,0.6155794409151325
0.09,0.6157147642575999
0.09999999999999999,0.6157712323173095
0.11,0.6160502881089576
0.12,0.6166374578921409
0.13,0.61729043646374
0.14,0.6181791377966851
0.15000000000000002,0.6188932647738911
0.16,0.6212925979434011
0.17,0.6220622169045381
0.18000000000000002,0.6230436087646327
0.19,0.6240780957705292
0.2,0.6325397261780392
0.21000000000000002,0.6423247027950275
0.22,0.642302731325383
0.23,0.6424720221104617
0.24000000000000002,0.6424919801856743
0.25,0.642537220351283
0.26,0.6427272313918064
0.27,0.642755609129263
0.28,0.6426979071883531
0.29000000000000004,0.6427084399849834
0.3,0.6427555444293989
0.31,0.6427604101466923
0.32,0.6427888555039607
0.33,0.6428856072595612
0.34,0.643081026248903
0.35000000000000003,0.6430843967021312
0.36000000000000004,0.6431781371900449
0.37,0.6432393578787636
0.38,0.6432450935645824
0.39,0.643273652619447
0.4,0.6433095577746077
0.41000000000000003,0.6437759407265119
0.42000000000000004,0.6440898881634838
0.43,0.6440914807396712
0.44,0.6441936199269315
0.45,0.6440642013717033
0.46,0.6439480740382003
0.47000000000000003,0.6128589698872224
0.48000000000000004,0.6129543336439888
0.49,0.6125785282234522
0.5,0.6121246140892507
0.51,0.61184734254273
0.52,0.6116395670305984
0.53,0.6114392873886545
0.54,0.6113195160836538
0.55,0.6110615940329315
0.56,0.6110094326340982
0.5700000000000001,0.6108816073608112
0.5800000000000001,0.6107536980511857
0.59,0.6107680386954378
0.6,0.6107275374571415
0.61,0.6105851676102328
0.62,0.6105406611997463
0.63,0.610402124609274
0.64,0.6100268071297559
0.65,0.609444483659208
0.66,0.6093279367469879
0.67,0.6091929675916119
0.68,0.6090108751941999
0.6900000000000001,0.6088287227781047
0.7000000000000001,0.6085953137878253
0.7100000000000001,0.6084191185131093
0.72,0.6079600348752268
0.73,0.6075006482332697
0.74,0.6071597019149136
0.75,0.6068926473710282
0.76,0.6068884170794999
0.77,0.6067240769140025
0.78,0.6066540821142048
0.79,0.606551187048662
0.8,0.6064668397451026
0.81,0.606415370453419
0.8200000000000001,0.6063638938721556
0.8300000000000001,0.6063453094754733
0.8400000000000001,0.606213702252231
0.85,0.6061436025783298
0.86,0.6060591749510024
0.87,0.6060076512539555
0.88,0.6060219624512929
0.89,0.6058902718405328
0.9,0.6058057963483477
0.91,0.6057728647014361
0.92,0.6057728647014361
0.93,0.6057069967402088
0.9400000000000001,0.605608183128204
0.9500000000000001,0.605608183128204
0.9600000000000001,0.6054105138806851
0.97,0.6053918673061929
0.98,0.6053228703791245
0.99,0.605766499384528
