threshold,score
0.01,0.6211737139205453
0.02,0.627072512172112
0.03,0.6305393770574829
0.04,0.6328330185410775
0.05,0.634951236107961
0.060000000000000005,0.6373758651820643
0.06999999999999999,0.6383196960160384
0.08,0.639348134152102
0.09,0.6403128026688668
0.09999999999999999,0.6409623390454061
0.11,0.6414646093558658
0.12,0.6422854877474665
0.13,0.6436827721084171
0.14,0.6441971302540181
0.15000000000000002,0.6451413325084103
0.16,0.6450300053141161
0.17,0.6452929403916337
0.18000000000000002,0.6464308920449271
0.19,0.6468817433465647
0.2,0.6469837259618615
0.21000000000000002,0.6477461527985837
0.22,0.648136743715017
0.23,0.6481606736144662
0.24000000000000002,0.6486683181481014
0.25,0.6492312881193962
0.26,0.6496141187152423
0.27,0.6496950259156381
0.28,0.6502730661426879
0.29000000000000004,0.6509745259360289
0.3,0.6512621759825521
0.31,0.6514984673075206
0.32,0.6513631996156618
0.33,0.6515468290761446
0.34,0.6511180057772548
0.35000000000000003,0.6503259371661273
0.36000000000000004,0.6508546607918503
0.37,0.6506833194734282
0.38,0.6508162490508732
0.39,0.6510953556918665
0.4,0.6508631052555657
0.41000000000000003,0.6512289780077619
0.42000000000000004,0.6515612047526941
0.43,0.6512173657964212
0.44,0.6509053996529028
0.45,0.6508638403498102
0.46,0.6506692192167413
0.47000000000000003,0.6506903876792353
0.48000000000000004,0.6509908409658618
0.49,0.651052614019284
0.5,0.6508871777703381
0.51,0.6510612573885008
0.52,0.6509974390079526
0.53,0.6511966173361522
0.54,0.65125522301865
0.55,0.6511953074378474
0.56,0.6514892160219103
0.5700000000000001,0.6518421551234131
0.5800000000000001,0.6519910700379005
0.59,0.6519701440722097
0.6,0.6520092830096494
0.61,0.6514534475495015
0.62,0.6510946327683615
0.63,0.6507959067652075
0.64,0.6508776320022879
0.65,0.6504190798230152
0.66,0.6500561329808423
0.67,0.6496936095710534
0.68,0.6489047208093865
0.6900000000000001,0.6476804983869173
0.7000000000000001,0.6470269765705218
0.7100000000000001,0.6464308536631207
0.72,0.6463127344000301
0.73,0.6456961809178698
0.74,0.6446031624780384
0.75,0.644227442235977
0.76,0.6435633985410499
0.77,0.6426524764633648
0.78,0.6350852973079578
0.79,0.6329285018585143
0.8,0.6312837973162427
0.81,0.630905789792213
0.8200000000000001,0.6296439865347343
0.8300000000000001,0.629292970838646
0.8400000000000001,0.6280175187330054
0.85,0.6277019280875455
0.86,0.6263544362389278
0.87,0.6251380980708762
0.88,0.6243488327223615
0.89,0.6222087457494965
0.9,0.6201892606595713
0.91,0.6185316768541607
0.92,0.6107047797982509
0.93,0.6084501953345528
0.9400000000000001,0.577196261682243
0.9500000000000001,0.5693257921764442
0.9600000000000001,0.5622066851834115
0.97,0.5588688698333173
0.98,0.5528403835856496
0.99,0.5067548799272745
