fpr,tpr,threshold
0.0,0.0,inf
1.9724643970176337e-05,0.0,0.9999999913175656
9.862321985088169e-05,0.0,0.9999999398756129
9.862321985088169e-05,7.2811999417504e-05,0.9999995358265855
9.862321985088169e-05,0.000145623998835008,0.9999995148534953
9.862321985088169e-05,0.00018202999854376002,0.9999993802101601
9.862321985088169e-05,0.00025484199796126404,0.9999992976930988
9.862321985088169e-05,0.000291247997670016,0.9999992342393462
9.862321985088169e-05,0.00036405999708752004,0.9999991914443872
9.862321985088169e-05,0.000400465996796272,0.9999991129120336
9.862321985088169e-05,0.00047327799621377605,0.9999990899585856
9.862321985088169e-05,0.0005096839959225281,0.9999990737033668
9.862321985088169e-05,0.000582495995340032,0.9999989087663668
9.862321985088169e-05,0.000655307994757536,0.9999988459696179
9.862321985088169e-05,0.0007281199941750401,0.9999987936574333
9.862321985088169e-05,0.000800931993592544,0.9999986845948851
9.862321985088169e-05,0.0008737439930100481,0.9999986270048291
9.862321985088169e-05,0.0009101499927188,0.9999985654002113
9.862321985088169e-05,0.000982961992136304,0.9999983204294004
9.862321985088169e-05,0.0031673219746614243,0.9999896573911029
9.862321985088169e-05,0.0032401339740789283,0.9999896001040117
9.862321985088169e-05,0.00436871996505024,0.999985790346464
9.862321985088169e-05,0.004441531964467745,0.9999857654878069
9.862321985088169e-05,0.004696373962429008,0.9999852555137537
9.862321985088169e-05,0.004769185961846513,0.9999852318587114
9.862321985088169e-05,0.005533711955730304,0.9999834026575933
9.862321985088169e-05,0.005679335954565312,0.9999830628213774
9.862321985088169e-05,0.007863695937090432,0.9999795896874085
9.862321985088169e-05,0.007936507936507936,0.9999795587070283
9.862321985088169e-05,0.00851900393184797,0.999978849635022
9.862321985088169e-05,0.008591815931265472,0.9999788477765178
9.862321985088169e-05,0.008664627930682976,0.9999788145345618
9.862321985088169e-05,0.00873743993010048,0.9999787826407167
9.862321985088169e-05,0.009938837920489297,0.9999772197077765
9.862321985088169e-05,0.010011649919906801,0.9999771789644555
9.862321985088169e-05,0.011103829911169361,0.9999760224220066
9.862321985088169e-05,0.011176641910586864,0.9999760132274469
9.862321985088169e-05,0.011977573904179408,0.9999754994676943
9.862321985088169e-05,0.012050385903596913,0.9999754064609765
9.862321985088169e-05,0.013907091888743265,0.9999733722809453
9.862321985088169e-05,0.013979903888160769,0.9999733105176645
9.862321985088169e-05,0.014271151885830785,0.9999730779030974
9.862321985088169e-05,0.014343963885248289,0.9999729806759143
9.862321985088169e-05,0.01492645988058832,0.9999722224396119
9.862321985088169e-05,0.014999271880005825,0.9999721839240397
9.862321985088169e-05,0.015727391874180863,0.9999710336402404
9.862321985088169e-05,0.01580020387359837,0.9999709801821396
9.862321985088169e-05,0.015982233872142128,0.9999708710958825
9.862321985088169e-05,0.016055045871559634,0.9999707932590548
9.862321985088169e-05,0.016637541866899665,0.9999698370032044
9.862321985088169e-05,0.016710353866317168,0.9999697579885479
9.862321985088169e-05,0.0172928498616572,0.9999686327818481
9.862321985088169e-05,0.017365661861074706,0.9999685308318639
9.862321985088169e-05,0.017729721858162226,0.9999678791051435
9.862321985088169e-05,0.01780253385757973,0.9999677912615498
9.862321985088169e-05,0.018093781855249746,0.9999672966272073
9.862321985088169e-05,0.01816659385466725,0.9999672774659489
9.862321985088169e-05,0.019149555846803553,0.9999658116895023
9.862321985088169e-05,0.019222367846221056,0.9999655333018441
9.862321985088169e-05,0.019586427843308576,0.9999645688068662
9.862321985088169e-05,0.019659239842726082,0.9999638852723922
9.862321985088169e-05,0.020059705839522355,0.9999630985637702
9.862321985088169e-05,0.020132517838939858,0.9999629574977565
9.862321985088169e-05,0.020387359836901122,0.9999623342811481
9.862321985088169e-05,0.020460171836318625,0.9999623217329251
9.862321985088169e-05,0.021188291830493665,0.9999607350692583
9.862321985088169e-05,0.02126110382991117,0.9999606728880643
9.862321985088169e-05,0.021406727828746176,0.9999603746916466
9.862321985088169e-05,0.021479539828163682,0.9999602852662222
9.862321985088169e-05,0.021552351827581185,0.9999602392729048
9.862321985088169e-05,0.02162516382699869,0.9999601878884342
9.862321985088169e-05,0.022062035823503714,0.999959458332032
9.862321985088169e-05,0.022134847822921216,0.9999594126330514
9.862321985088169e-05,0.022207659822338723,0.9999593649014181
9.862321985088169e-05,0.022280471821756225,0.9999592327152967
9.862321985088169e-05,0.022316877821464978,0.9999591686569759
9.862321985088169e-05,0.02238968982088248,0.999959159839283
9.862321985088169e-05,0.02399155380806757,0.9999544899376385
9.862321985088169e-05,0.024064365807485073,0.9999544797012594
9.862321985088169e-05,0.025192951798456386,0.9999515382087314
9.862321985088169e-05,0.02526576379787389,0.999951454319486
9.862321985088169e-05,0.026139507790883938,0.9999480437802204
9.862321985088169e-05,0.02621231979030144,0.9999479675477042
9.862321985088169e-05,0.029161205766710354,0.9999347201934107
9.862321985088169e-05,0.029234017766127857,0.999934619440098
9.862321985088169e-05,0.030981505752147954,0.9999280107193075
9.862321985088169e-05,0.031054317751565457,0.9999275887760158
9.862321985088169e-05,0.0336027377311781,0.9999107076695268
9.862321985088169e-05,0.033675549730595604,0.9999101239284748
9.862321985088169e-05,0.03491335372069317,0.999899438181077
9.862321985088169e-05,0.03498616572011067,0.9998985720714028
9.862321985088169e-05,0.04183049366535605,0.9997949233361506
9.862321985088169e-05,0.04190330566477356,0.9997943686853439
9.862321985088169e-05,0.04365079365079365,0.9997652838365128
9.862321985088169e-05,0.043723605650211154,0.999763191876671
9.862321985088169e-05,0.05184214358526285,0.999651305170133
9.862321985088169e-05,0.05191495558468036,0.9996509759738421
9.862321985088169e-05,0.05198776758409786,0.9996491448868786
9.862321985088169e-05,0.052060579583515364,0.9996490194798473
9.862321985088169e-05,0.05318916557448668,0.9996358741482497
9.862321985088169e-05,0.053261977573904176,0.999635625555072
9.862321985088169e-05,0.05526430755788554,0.9996087381718166
9.862321985088169e-05,0.05533711955730304,0.9996081020000948
9.862321985088169e-05,0.0652395514780836,0.9994539679978065
9.862321985088169e-05,0.06531236347750109,0.999453935641023
9.862321985088169e-05,0.08515363331877093,0.9991593021780767
9.862321985088169e-05,0.08522644531818843,0.999158835537725
9.862321985088169e-05,0.08628221930974224,0.9991368229681229
9.862321985088169e-05,0.08635503130915975,0.9991320845942672
9.862321985088169e-05,0.08766564729867482,0.9990993842909749
9.862321985088169e-05,0.08773845929809232,0.9990980801750463
9.862321985088169e-05,0.0879933012960536,0.9990936544713142
9.862321985088169e-05,0.0880661132954711,0.9990925745352524
9.862321985088169e-05,0.08846657929226737,0.9990857749066586
9.862321985088169e-05,0.08853939129168487,0.9990852090718101
9.862321985088169e-05,0.09258045725935635,0.9990104584496549
9.862321985088169e-05,0.09265326925877385,0.9990091168608762
9.862321985088169e-05,0.09694917722440659,0.9989226532810566
9.862321985088169e-05,0.09702198922382409,0.9989219582031506
9.862321985088169e-05,0.11169360710645114,0.9987059502293051
9.862321985088169e-05,0.11176641910586865,0.9987051833725687
9.862321985088169e-05,0.11489733508082133,0.9986657115810844
9.862321985088169e-05,0.11497014708023882,0.9986655327848462
9.862321985088169e-05,0.1154434250764526,0.9986611673806404
9.862321985088169e-05,0.11551623707587011,0.9986609937803859
9.862321985088169e-05,0.11780981505752149,0.9986253033601205
9.862321985088169e-05,0.11788262705693899,0.9986249891547254
9.862321985088169e-05,0.118173875054609,0.9986189132113175
9.862321985088169e-05,0.11824668705402651,0.9986167166360329
9.862321985088169e-05,0.13240862094073103,0.9984156867672579
9.862321985088169e-05,0.13248143294014852,0.998415622217596
9.862321985088169e-05,0.13845201689238387,0.9983106153290331
9.862321985088169e-05,0.13852482889180137,0.9983103258914665
9.862321985088169e-05,0.14948303480413572,0.9980708999419247
9.862321985088169e-05,0.14955584680355322,0.9980702259330265
9.862321985088169e-05,0.15381534876947722,0.9979875370754646
9.862321985088169e-05,0.15388816076889472,0.9979871149528253
9.862321985088169e-05,0.1553444007572448,0.9979414638381131
9.862321985088169e-05,0.1554172127566623,0.9979409086563785
9.862321985088169e-05,0.15552643075578856,0.9979389583810807
9.862321985088169e-05,0.15559924275520606,0.99793870259783
9.862321985088169e-05,0.15676423474588613,0.9979090847693668
9.862321985088169e-05,0.15683704674530363,0.9979090499285009
9.862321985088169e-05,0.15978593272171254,0.9978400794929477
9.862321985088169e-05,0.15985874472113004,0.9978400449496849
9.862321985088169e-05,0.16014999271880007,0.9978318125426565
9.862321985088169e-05,0.16022280471821757,0.99783179859578
9.862321985088169e-05,0.1634629386922965,0.9977619501628855
9.862321985088169e-05,0.163535750691714,0.9977612158926991
9.862321985088169e-05,0.17056210863550314,0.9975942410688529
9.862321985088169e-05,0.17063492063492064,0.9975923654750231
9.862321985088169e-05,0.17154507062763943,0.9975713348538997
9.862321985088169e-05,0.17161788262705693,0.9975710707330596
9.862321985088169e-05,0.17216397262268823,0.9975581660127558
9.862321985088169e-05,0.17223678462210573,0.9975574896771903
9.862321985088169e-05,0.1775520605795835,0.9973768225014895
9.862321985088169e-05,0.17762487257900103,0.9973766925031645
9.862321985088169e-05,0.18905635648754915,0.9969818188331177
9.862321985088169e-05,0.18912916848696665,0.9969800231919118
9.862321985088169e-05,0.19109509247123926,0.9968606571128272
9.862321985088169e-05,0.19116790447065676,0.9968578709270186
9.862321985088169e-05,0.19229649046162808,0.996795766990983
9.862321985088169e-05,0.19236930246104558,0.9967950898796898
9.862321985088169e-05,0.1961555264307558,0.9965866094131439
9.862321985088169e-05,0.1962283384301733,0.9965832125173597
9.862321985088169e-05,0.19830348041357215,0.9964330905869869
9.862321985088169e-05,0.19837629241298965,0.9964318600998504
9.862321985088169e-05,0.19921363040629095,0.9963474453150003
9.862321985088169e-05,0.19928644240570845,0.9963471437763083
9.862321985088169e-05,0.1998689384010485,0.9962960023584344
9.862321985088169e-05,0.199941750400466,0.9962948987904406
9.862321985088169e-05,0.20088830639289354,0.9962344636562246
9.862321985088169e-05,0.20096111839231107,0.9962343140006756
9.862321985088169e-05,0.2012887723896898,0.9962134863021577
9.862321985088169e-05,0.2013615843891073,0.9962059624431632
9.862321985088169e-05,0.20656764234745886,0.9958456747228558
9.862321985088169e-05,0.20664045434687636,0.9958433697155076
9.862321985088169e-05,0.2089704383282365,0.9957319163368337
9.862321985088169e-05,0.209043250327654,0.9957238514919816
9.862321985088169e-05,0.21508664627930682,0.9952350270742077
9.862321985088169e-05,0.21515945827872435,0.9952306874843417
9.862321985088169e-05,0.2227683122178535,0.9947220497925854
9.862321985088169e-05,0.222841124217271,0.9947215515338186
9.862321985088169e-05,0.22313237221494103,0.9946916240087247
9.862321985088169e-05,0.22320518421435853,0.9946897739451567
9.862321985088169e-05,0.22429736420562107,0.9946202222794929
9.862321985088169e-05,0.2243701762050386,0.994618522843562
9.862321985088169e-05,0.23037716615698267,0.9941183475446166
9.862321985088169e-05,0.23044997815640017,0.9941151149686269
9.862321985088169e-05,0.2308140381534877,0.9940575625890476
9.862321985088169e-05,0.2308868501529052,0.99405297457624
9.862321985088169e-05,0.23412698412698413,0.9936334121429014
9.862321985088169e-05,0.23419979612640163,0.9936267670431715
9.862321985088169e-05,0.23503713411970292,0.9935341894621419
9.862321985088169e-05,0.23510994611912042,0.9935304949525854
9.862321985088169e-05,0.23791320809669433,0.993111988846616
9.862321985088169e-05,0.23798602009611183,0.9931084489092377
9.862321985088169e-05,0.24162662006698704,0.992505786974415
9.862321985088169e-05,0.24169943206640454,0.992502356136017
9.862321985088169e-05,0.24497597204019222,0.9918653354649035
9.862321985088169e-05,0.24504878403960972,0.9918201034626674
9.862321985088169e-05,0.24708752002329984,0.9914811816311834
9.862321985088169e-05,0.24716033202271734,0.9914784146900399
9.862321985088169e-05,0.25,0.9907239028151671
9.862321985088169e-05,0.2500728119994175,0.9907199468862311
9.862321985088169e-05,0.25185670598514637,0.9902445194878804
9.862321985088169e-05,0.25192951798456387,0.9902410108915586
9.862321985088169e-05,0.25218435998252514,0.9901744355128821
9.862321985088169e-05,0.25225717198194264,0.990115939772942
9.862321985088169e-05,0.25527886995776905,0.9894831071004092
9.862321985088169e-05,0.25542449395660405,0.9894749235907122
9.862321985088169e-05,0.2558249599534003,0.9894392371969962
9.862321985088169e-05,0.2558977719528178,0.9894372917137554
9.862321985088169e-05,0.2561526139507791,0.9894175915278385
9.862321985088169e-05,0.2562254259501966,0.9894150970705546
9.862321985088169e-05,0.2565894859472841,0.9893762665300048
9.862321985088169e-05,0.2566622979467016,0.9893731261832656
9.862321985088169e-05,0.2581913499344692,0.9891915408069553
9.862321985088169e-05,0.2582641619338867,0.9891913373362451
9.862321985088169e-05,0.2605941459152468,0.9889584548964881
9.862321985088169e-05,0.2606669579146643,0.9889550926686229
9.862321985088169e-05,0.26143148390854815,0.9888925393689854
9.862321985088169e-05,0.26150429590796564,0.9888814223702358
9.862321985088169e-05,0.2617591379059269,0.9888511703071847
9.862321985088169e-05,0.2618319499053444,0.9888496378896648
9.862321985088169e-05,0.2619775739041794,0.9888412514341879
9.862321985088169e-05,0.26208679190330564,0.9888365459611436
9.862321985088169e-05,0.2626692878986457,0.988781033955806
9.862321985088169e-05,0.2627420998980632,0.9887769427139801
9.862321985088169e-05,0.2628877238968982,0.9887601625988636
9.862321985088169e-05,0.26296053589631574,0.9887560737215134
9.862321985088169e-05,0.26299694189602446,0.9887498935543507
9.862321985088169e-05,0.26306975389544196,0.9887492165725179
9.862321985088169e-05,0.26354303189165573,0.9886894033569743
9.862321985088169e-05,0.26361584389107323,0.9886887707277695
9.862321985088169e-05,0.2642711518858308,0.9886313940422935
9.862321985088169e-05,0.2643439638852483,0.9886305381187346
9.862321985088169e-05,0.26459880588320955,0.9886195340190246
9.862321985088169e-05,0.26467161788262705,0.9886098720767056
9.862321985088169e-05,0.26474442988204455,0.9886078671975035
9.862321985088169e-05,0.26481724188146205,0.9886074101672573
9.862321985088169e-05,0.2665283238677734,0.9884666172383472
9.862321985088169e-05,0.2667467598660259,0.9884594217368987
9.862321985088169e-05,0.2668559778651522,0.9884550777933611
9.862321985088169e-05,0.2669287898645697,0.9884499431354766
9.862321985088169e-05,0.2670744138634047,0.9884436012861594
9.862321985088169e-05,0.2672200378622397,0.9884419240348401
9.862321985088169e-05,0.2674384738604922,0.988416564284348
9.862321985088169e-05,0.2675112858599097,0.9884150510331278
9.862321985088169e-05,0.26780253385757974,0.9883910494593172
9.862321985088169e-05,0.26787534585699724,0.9883858277049311
9.862321985088169e-05,0.26791175185670596,0.9883842642659262
9.862321985088169e-05,0.2679845638561235,0.9883779844932096
9.862321985088169e-05,0.268202999854376,0.9883588908209151
9.862321985088169e-05,0.268348623853211,0.9883443133263404
9.862321985088169e-05,0.268494247852046,0.9883328181036987
9.862321985088169e-05,0.2685670598514635,0.9883228528980713
9.862321985088169e-05,0.26885830784913356,0.9882974724144348
9.862321985088169e-05,0.26893111984855106,0.9882957560365593
9.862321985088169e-05,0.2690403378476773,0.9882819123926366
9.862321985088169e-05,0.2691131498470948,0.9882784197945871
9.862321985088169e-05,0.26925877384592983,0.9882750628109662
9.862321985088169e-05,0.26940439784476483,0.9882678645115188
9.862321985088169e-05,0.26955002184359983,0.9882625427116403
9.862321985088169e-05,0.26969564584243483,0.9882427714847188
