threshold,score
0.01,0.5983705768076731
0.02,0.6044036207091411
0.03,0.6066106327025216
0.04,0.6083385910656476
0.05,0.6094833393791781
0.060000000000000005,0.6107068607068608
0.06999999999999999,0.6117933814568295
0.08,0.6124441847848767
0.09,0.6130943053248503
0.09999999999999999,0.6136223363635412
0.11,0.6140192791282482
0.12,0.6144564407651064
0.13,0.6147962132117302
0.14,0.6151838521605523
0.15000000000000002,0.6158061116965227
0.16,0.6162841011028442
0.17,0.6167801412441325
0.18000000000000002,0.6179523799373308
0.19,0.6225556432347124
0.2,0.6268960090921012
0.21000000000000002,0.6311758538873254
0.22,0.6336719400499584
0.23,0.6352479573751854
0.24000000000000002,0.6370854845393152
0.25,0.6383021750853856
0.26,0.6391799031204236
0.27,0.6396256202074876
0.28,0.6399846499396156
0.29000000000000004,0.640269396795263
0.3,0.640275971271843
0.31,0.6404210764615994
0.32,0.6405791518914203
0.33,0.6408220669630705
0.34,0.6406476586318326
0.35000000000000003,0.6406392902871776
0.36000000000000004,0.6407567110063936
0.37,0.6408322556279112
0.38,0.6409610407457457
0.39,0.6409460187232873
0.4,0.6412581793135117
0.41000000000000003,0.6409407545347955
0.42000000000000004,0.640715461378207
0.43,0.6409815441083115
0.44,0.6414696581840085
0.45,0.6411450774776462
0.46,0.6409913712249109
0.47000000000000003,0.6398600985454502
0.48000000000000004,0.607533805537669
0.49,0.6064978588717185
0.5,0.6062216008388676
0.51,0.6061058376285654
0.52,0.606117207564791
0.53,0.6060648537519858
0.54,0.6059515182683092
0.55,0.6056380863258861
0.56,0.6055690980686292
0.5700000000000001,0.6055674116460683
0.5800000000000001,0.6053835863978785
0.59,0.6054559113531787
0.6,0.6052650118591927
0.61,0.6051957211708006
0.62,0.6050784378386018
0.63,0.6049275020629494
0.64,0.604629214543567
0.65,0.6043338683788122
0.66,0.6042645635079931
0.67,0.6041568256967407
0.68,0.6040258942493976
0.6900000000000001,0.6038993264799717
0.7000000000000001,0.6035175641813626
0.7100000000000001,0.6035228750443314
0.72,0.6034050602979428
0.73,0.6032684530425939
0.74,0.6031933767001774
0.75,0.6030904659362503
0.76,0.6030911974247911
0.77,0.6022452749751315
0.78,0.6019900497512438
0.79,0.6018529488424994
0.8,0.6018340797611431
0.81,0.6016923040458866
0.8200000000000001,0.601455631682511
0.8300000000000001,0.6012235026319533
0.8400000000000001,0.6008064516129032
0.85,0.6007211310371003
0.86,0.6004697843262866
0.87,0.6002373042240152
0.88,0.6000522156029715
0.89,0.5984697272122422
0.9,0.5963684824254539
0.91,0.5942557502085568
0.92,0.5924670612946343
0.93,0.5877562751484959
0.9400000000000001,0.5823795325574685
0.9500000000000001,0.5797234134823881
0.9600000000000001,0.5761491823473996
0.97,0.568889752118284
0.98,0.5589867722927211
0.99,0.5193086618531284
